ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,StrainGauge
26.475,248.000000,55.000000,4719.900000,-26524.135000,2958.014000
26.504,248.000000,24.000000,4719.900000,-26524.135000,2958.014000
26.531,248.000000,24.000000,2418.900000,-26524.135000,2958.014000
27.333,248.000000,24.000000,2418.900000,-26524.135000,2582.924000
27.382,248.000000,24.000000,2418.900000,-348719.849400,2582.924000
27.412,152.000000,24.000000,2418.900000,-348719.849400,2582.924000
27.441,152.000000,18.000000,2418.900000,-348719.849400,2582.924000
27.471,152.000000,18.000000,5156.900000,-348719.849400,2582.924000
28.354,152.000000,18.000000,5156.900000,-348719.849400,2207.834000
28.460,152.000000,18.000000,5156.900000,-226950.084400,2207.834000
28.487,188.000000,18.000000,5156.900000,-226950.084400,2207.834000
28.517,188.000000,93.000000,5156.900000,-226950.084400,2207.834000
28.548,188.000000,93.000000,541.800000,-226950.084400,2207.834000
29.325,188.000000,93.000000,541.800000,-226950.084400,107.330000
29.415,188.000000,93.000000,541.800000,-280456.799400,107.330000
29.445,172.000000,93.000000,541.800000,-280456.799400,107.330000
29.474,172.000000,106.000000,541.800000,-280456.799400,107.330000
29.505,172.000000,106.000000,5533.100000,-280456.799400,107.330000
30.336,172.000000,106.000000,5533.100000,-280456.799400,3258.086000
30.403,172.000000,106.000000,5533.100000,-219610.461800,3258.086000
30.430,190.000000,106.000000,5533.100000,-219610.461800,3258.086000
30.457,190.000000,141.000000,5533.100000,-219610.461800,3258.086000
30.485,190.000000,141.000000,337.100000,-219610.461800,3258.086000
31.351,190.000000,141.000000,337.100000,-219610.461800,2958.014000
31.455,190.000000,141.000000,337.100000,184542.276400,2958.014000
31.488,54.000000,141.000000,337.100000,184542.276400,2958.014000
31.541,54.000000,255.000000,337.100000,184542.276400,2958.014000
31.569,54.000000,255.000000,3003.800000,184542.276400,2958.014000
32.329,54.000000,255.000000,3003.800000,184542.276400,107.330000
32.395,54.000000,255.000000,3003.800000,266495.447200,107.330000
32.438,79.000000,255.000000,3003.800000,266495.447200,107.330000
32.467,79.000000,107.000000,3003.800000,266495.447200,107.330000
