time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
2.694,0.000000,0.000000,0.000000,0.000000,0.000000
3.192,0.000000,0.000000,0.000000,0.000000,0.000000
3.675,0.000000,0.000000,0.000000,0.000000,0.000000
4.192,0.000000,0.000000,0.000000,0.000000,0.000000
4.674,0.000000,0.000000,0.000000,0.000000,0.000000
5.198,0.000000,0.000000,0.000000,0.000000,0.000000
5.674,0.000000,0.000000,0.000000,0.000000,0.000000
6.192,0.000000,0.000000,0.000000,0.000000,0.000000
6.674,0.000000,0.000000,0.000000,0.000000,0.000000
7.192,0.000000,0.000000,0.000000,0.000000,0.000000
7.674,0.000000,0.000000,0.000000,0.000000,0.000000
8.190,0.000000,0.000000,0.000000,0.000000,0.000000
8.675,0.000000,0.000000,0.000000,0.000000,0.000000
