time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
1.160,0.000000,0.000000,0.000000,0.000000,0.175000
1.176,0.000000,0.000000,0.000000,346522.184600,0.175000
1.191,103.000000,0.000000,0.000000,346522.184600,0.175000
1.204,103.000000,69.000000,0.000000,346522.184600,0.175000
1.223,103.000000,69.000000,3569.100000,346522.184600,0.175000
2.072,103.000000,69.000000,3569.100000,346522.184600,0.275000
2.089,103.000000,69.000000,3569.100000,137986.771800,0.275000
2.106,41.000000,69.000000,3569.100000,137986.771800,0.275000
2.120,41.000000,31.000000,3569.100000,137986.771800,0.275000
2.135,41.000000,31.000000,3638.700000,137986.771800,0.275000
3.120,41.000000,31.000000,3638.700000,137986.771800,0.100000
3.134,41.000000,31.000000,3638.700000,416079.837000,0.100000
3.153,124.000000,31.000000,3638.700000,416079.837000,0.100000
3.170,124.000000,0.000000,3638.700000,416079.837000,0.100000
3.184,124.000000,0.000000,2440.100000,416079.837000,0.100000
4.077,124.000000,0.000000,2440.100000,416079.837000,0.175000
4.090,124.000000,0.000000,2440.100000,396139.626400,0.175000
4.102,118.000000,0.000000,2440.100000,396139.626400,0.175000
4.116,118.000000,15.000000,2440.100000,396139.626400,0.175000
