time
ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,StrainGauge
21.393,59.000000,43.000000,6324.300000,199667.009800,1832.744000
21.420,59.000000,129.000000,6324.300000,199667.009800,1832.744000
21.447,59.000000,129.000000,2516.100000,199667.009800,1832.744000
22.326,59.000000,129.000000,2516.100000,199667.009800,2507.906000
22.379,59.000000,129.000000,2516.100000,-285622.707400,2507.906000
22.426,170.000000,129.000000,2516.100000,-285622.707400,2507.906000
22.465,170.000000,224.000000,2516.100000,-285622.707400,2507.906000
22.492,170.000000,224.000000,4697.500000,-285622.707400,2507.906000
23.324,170.000000,224.000000,4697.500000,-285622.707400,1832.744000
23.366,170.000000,224.000000,4697.500000,172790.634400,1832.744000
23.394,51.000000,224.000000,4697.500000,172790.634400,1832.744000
23.424,51.000000,126.000000,4697.500000,172790.634400,1832.744000
23.453,51.000000,126.000000,5762.000000,172790.634400,1832.744000
24.331,51.000000,126.000000,5762.000000,172790.634400,1532.672000
24.390,51.000000,126.000000,5762.000000,-230477.192200,1532.672000
24.441,187.000000,126.000000,5762.000000,-230477.192200,1532.672000
24.468,187.000000,79.000000,5762.000000,-230477.192200,1532.672000
24.496,187.000000,79.000000,6459.900000,-230477.192200,1532.672000
25.358,187.000000,79.000000,6459.900000,-230477.192200,1832.744000
