time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
1.183,0.000000,0.000000,0.000000,0.000000,0.175000
1.202,0.000000,0.000000,0.000000,346522.184600,0.175000
1.221,103.000000,0.000000,0.000000,346522.184600,0.175000
1.235,103.000000,69.000000,0.000000,346522.184600,0.175000
1.254,103.000000,69.000000,3569.100000,346522.184600,0.175000
2.108,103.000000,69.000000,3569.100000,346522.184600,0.275000
2.124,103.000000,69.000000,3569.100000,137986.771800,0.275000
2.141,41.000000,69.000000,3569.100000,137986.771800,0.275000
2.156,41.000000,31.000000,3569.100000,137986.771800,0.275000
2.172,41.000000,31.000000,3638.700000,137986.771800,0.275000
3.165,41.000000,31.000000,3638.700000,137986.771800,0.100000
3.182,41.000000,31.000000,3638.700000,416079.837000,0.100000
3.204,124.000000,31.000000,3638.700000,416079.837000,0.100000
3.225,124.000000,0.000000,3638.700000,416079.837000,0.100000
3.241,124.000000,0.000000,2440.100000,416079.837000,0.100000
4.112,124.000000,0.000000,2440.100000,416079.837000,0.175000
4.125,124.000000,0.000000,2440.100000,396139.626400,0.175000
4.139,118.000000,0.000000,2440.100000,396139.626400,0.175000
4.156,118.000000,15.000000,2440.100000,396139.626400,0.175000
4.170,118.000000,15.000000,360.400000,396139.626400,0.175000
5.171,118.000000,15.000000,360.400000,396139.626400,0.425000
5.187,118.000000,15.000000,360.400000,345550.556400,0.425000
5.202,102.000000,15.000000,360.400000,345550.556400,0.425000
5.228,102.000000,251.000000,360.400000,345550.556400,0.425000
5.243,102.000000,251.000000,2721.400000,345550.556400,0.425000
6.128,102.000000,251.000000,2721.400000,345550.556400,0.225000
6.144,102.000000,251.000000,2721.400000,125428.339800,0.225000
6.162,37.000000,251.000000,2721.400000,125428.339800,0.225000
6.180,37.000000,97.000000,2721.400000,125428.339800,0.225000
6.195,37.000000,97.000000,2771.500000,125428.339800,0.225000
7.127,37.000000,97.000000,2771.500000,125428.339800,-0.050000
7.143,37.000000,97.000000,2771.500000,-282723.275200,-0.050000
7.161,171.000000,97.000000,2771.500000,-282723.275200,-0.050000
7.174,171.000000,189.000000,2771.500000,-282723.275200,-0.050000
