time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
1.080,0.000000,0.000000,0.000000,0.000000,0.175000
1.133,0.000000,0.000000,0.000000,346522.184600,0.175000
1.152,103.000000,0.000000,0.000000,346522.184600,0.175000
1.171,103.000000,69.000000,0.000000,346522.184600,0.175000
1.191,103.000000,69.000000,3569.100000,346522.184600,0.175000
1.972,103.000000,69.000000,3569.100000,346522.184600,0.275000
1.988,103.000000,69.000000,3569.100000,137986.771800,0.275000
2.004,41.000000,69.000000,3569.100000,137986.771800,0.275000
2.018,41.000000,31.000000,3569.100000,137986.771800,0.275000
2.032,41.000000,31.000000,3638.700000,137986.771800,0.275000
2.976,41.000000,31.000000,3638.700000,137986.771800,0.100000
2.991,41.000000,31.000000,3638.700000,416079.837000,0.100000
3.012,124.000000,31.000000,3638.700000,416079.837000,0.100000
3.033,124.000000,0.000000,3638.700000,416079.837000,0.100000
3.047,124.000000,0.000000,2440.100000,416079.837000,0.100000
3.943,124.000000,0.000000,2440.100000,416079.837000,0.175000
3.959,124.000000,0.000000,2440.100000,396139.626400,0.175000
3.974,118.000000,0.000000,2440.100000,396139.626400,0.175000
3.990,118.000000,15.000000,2440.100000,396139.626400,0.175000
4.005,118.000000,15.000000,360.400000,396139.626400,0.175000
4.966,118.000000,15.000000,360.400000,396139.626400,0.425000
4.983,118.000000,15.000000,360.400000,345550.556400,0.425000
4.998,102.000000,15.000000,360.400000,345550.556400,0.425000
5.024,102.000000,251.000000,360.400000,345550.556400,0.425000
5.038,102.000000,251.000000,2721.400000,345550.556400,0.425000
5.944,102.000000,251.000000,2721.400000,345550.556400,0.225000
5.959,102.000000,251.000000,2721.400000,125428.339800,0.225000
5.977,37.000000,251.000000,2721.400000,125428.339800,0.225000
5.994,37.000000,97.000000,2721.400000,125428.339800,0.225000
