time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
1.219,0.000000,0.000000,0.000000,0.000000,0.175000
1.239,0.000000,0.000000,0.000000,346522.184600,0.175000
1.258,103.000000,0.000000,0.000000,346522.184600,0.175000
1.271,103.000000,69.000000,0.000000,346522.184600,0.175000
1.286,103.000000,69.000000,3569.100000,346522.184600,0.175000
2.180,103.000000,69.000000,3569.100000,346522.184600,0.275000
2.193,103.000000,69.000000,3569.100000,137986.771800,0.275000
2.209,41.000000,69.000000,3569.100000,137986.771800,0.275000
2.223,41.000000,31.000000,3569.100000,137986.771800,0.275000
2.238,41.000000,31.000000,3638.700000,137986.771800,0.275000
3.260,41.000000,31.000000,3638.700000,137986.771800,0.100000
3.275,41.000000,31.000000,3638.700000,416079.837000,0.100000
3.296,124.000000,31.000000,3638.700000,416079.837000,0.100000
3.317,124.000000,0.000000,3638.700000,416079.837000,0.100000
3.331,124.000000,0.000000,2440.100000,416079.837000,0.100000
4.290,124.000000,0.000000,2440.100000,416079.837000,0.175000
4.305,124.000000,0.000000,2440.100000,396139.626400,0.175000
4.320,118.000000,0.000000,2440.100000,396139.626400,0.175000
4.343,118.000000,15.000000,2440.100000,396139.626400,0.175000
4.358,118.000000,15.000000,360.400000,396139.626400,0.175000
5.374,118.000000,15.000000,360.400000,396139.626400,0.425000
5.391,118.000000,15.000000,360.400000,345550.556400,0.425000
5.406,102.000000,15.000000,360.400000,345550.556400,0.425000
5.431,102.000000,251.000000,360.400000,345550.556400,0.425000
5.447,102.000000,251.000000,2721.400000,345550.556400,0.425000
6.345,102.000000,251.000000,2721.400000,345550.556400,0.225000
6.361,102.000000,251.000000,2721.400000,125428.339800,0.225000
6.379,37.000000,251.000000,2721.400000,125428.339800,0.225000
6.396,37.000000,97.000000,2721.400000,125428.339800,0.225000
6.411,37.000000,97.000000,2771.500000,125428.339800,0.225000
7.345,37.000000,97.000000,2771.500000,125428.339800,-0.050000
7.366,37.000000,97.000000,2771.500000,-282723.275200,-0.050000
7.389,171.000000,97.000000,2771.500000,-282723.275200,-0.050000
7.404,171.000000,189.000000,2771.500000,-282723.275200,-0.050000
7.419,171.000000,189.000000,6068.000000,-282723.275200,-0.050000
8.321,171.000000,189.000000,6068.000000,-282723.275200,0.550000
8.342,171.000000,189.000000,6068.000000,49547.982400,0.550000
8.359,14.000000,189.000000,6068.000000,49547.982400,0.550000
8.374,14.000000,196.000000,6068.000000,49547.982400,0.550000
