time
ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,StrainGauge
3.358,124.000000,31.000000,3638.700000,416079.837000,1382.636000
3.389,124.000000,0.000000,3638.700000,416079.837000,1382.636000
3.414,124.000000,0.000000,2440.100000,416079.837000,1382.636000
4.296,124.000000,0.000000,2440.100000,416079.837000,632.456000
4.354,124.000000,0.000000,2440.100000,396139.626400,632.456000
4.384,118.000000,0.000000,2440.100000,396139.626400,632.456000
4.414,118.000000,15.000000,2440.100000,396139.626400,632.456000
4.444,118.000000,15.000000,360.400000,396139.626400,632.456000
5.328,118.000000,15.000000,360.400000,396139.626400,1157.582000
5.368,118.000000,15.000000,360.400000,345550.556400,1157.582000
5.398,102.000000,15.000000,360.400000,345550.556400,1157.582000
5.438,102.000000,251.000000,360.400000,345550.556400,1157.582000
5.468,102.000000,251.000000,2721.400000,345550.556400,1157.582000
6.324,102.000000,251.000000,2721.400000,345550.556400,1532.672000
6.359,102.000000,251.000000,2721.400000,125428.339800,1532.672000
3.064,124.000000,31.000000,3638.700000,416079.837000,1382.636000
3.091,124.000000,0.000000,3638.700000,416079.837000,1382.636000
3.116,124.000000,0.000000,2440.100000,416079.837000,1382.636000
3.942,124.000000,0.000000,2440.100000,416079.837000,632.456000
3.978,124.000000,0.000000,2440.100000,396139.626400,632.456000
4.002,118.000000,0.000000,2440.100000,396139.626400,632.456000
4.029,118.000000,15.000000,2440.100000,396139.626400,632.456000
4.055,118.000000,15.000000,360.400000,396139.626400,632.456000
4.943,118.000000,15.000000,360.400000,396139.626400,1157.582000
4.981,118.000000,15.000000,360.400000,345550.556400,1157.582000
5.009,102.000000,15.000000,360.400000,345550.556400,1157.582000
5.046,102.000000,251.000000,360.400000,345550.556400,1157.582000
5.074,102.000000,251.000000,2721.400000,345550.556400,1157.582000
5.940,102.000000,251.000000,2721.400000,345550.556400,1532.672000
