time
ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,StrainGauge
14.461,251.000000,249.000000,6533.000000,-15022.178800,-117.724000
14.487,251.000000,133.000000,6533.000000,-15022.178800,-117.724000
14.513,251.000000,133.000000,5889.800000,-15022.178800,-117.724000
15.342,251.000000,133.000000,5889.800000,-15022.178800,2807.978000
15.382,251.000000,133.000000,5889.800000,393913.560200,2807.978000
15.407,117.000000,133.000000,5889.800000,393913.560200,2807.978000
15.436,117.000000,101.000000,5889.800000,393913.560200,2807.978000
15.464,117.000000,101.000000,1439.300000,393913.560200,2807.978000
16.335,117.000000,101.000000,1439.300000,393913.560200,1007.546000
16.439,117.000000,101.000000,1439.300000,-292890.826200,1007.546000
16.464,168.000000,101.000000,1439.300000,-292890.826200,1007.546000
16.490,168.000000,182.000000,1439.300000,-292890.826200,1007.546000
16.517,168.000000,182.000000,1332.500000,-292890.826200,1007.546000
17.324,168.000000,182.000000,1332.500000,-292890.826200,1007.546000
