time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
1.133,0.000000,0.000000,0.000000,0.000000,0.175000
1.153,0.000000,0.000000,0.000000,346522.184600,0.175000
1.174,103.000000,0.000000,0.000000,346522.184600,0.175000
1.188,103.000000,69.000000,0.000000,346522.184600,0.175000
1.208,103.000000,69.000000,3569.100000,346522.184600,0.175000
2.036,103.000000,69.000000,3569.100000,346522.184600,0.275000
2.050,103.000000,69.000000,3569.100000,137986.771800,0.275000
2.065,41.000000,69.000000,3569.100000,137986.771800,0.275000
2.079,41.000000,31.000000,3569.100000,137986.771800,0.275000
2.094,41.000000,31.000000,3638.700000,137986.771800,0.275000
3.078,41.000000,31.000000,3638.700000,137986.771800,0.100000
3.094,41.000000,31.000000,3638.700000,416079.837000,0.100000
3.117,124.000000,31.000000,3638.700000,416079.837000,0.100000
3.140,124.000000,0.000000,3638.700000,416079.837000,0.100000
3.155,124.000000,0.000000,2440.100000,416079.837000,0.100000
4.048,124.000000,0.000000,2440.100000,416079.837000,0.175000
4.065,124.000000,0.000000,2440.100000,396139.626400,0.175000
4.080,118.000000,0.000000,2440.100000,396139.626400,0.175000
4.098,118.000000,15.000000,2440.100000,396139.626400,0.175000
4.113,118.000000,15.000000,360.400000,396139.626400,0.175000
5.084,118.000000,15.000000,360.400000,396139.626400,0.425000
5.101,118.000000,15.000000,360.400000,345550.556400,0.425000
5.116,102.000000,15.000000,360.400000,345550.556400,0.425000
5.141,102.000000,251.000000,360.400000,345550.556400,0.425000
5.157,102.000000,251.000000,2721.400000,345550.556400,0.425000
6.056,102.000000,251.000000,2721.400000,345550.556400,0.225000
6.072,102.000000,251.000000,2721.400000,125428.339800,0.225000
6.089,37.000000,251.000000,2721.400000,125428.339800,0.225000
6.105,37.000000,97.000000,2721.400000,125428.339800,0.225000
