time,ControllerTemp,MotorTemp,DCLinkVoltage,VelocityFiltered,GLVPower
1.221,0.000000,0.000000,0.000000,0.000000,0.175000
1.241,0.000000,0.000000,0.000000,346522.184600,0.175000
1.262,103.000000,0.000000,0.000000,346522.184600,0.175000
1.277,103.000000,69.000000,0.000000,346522.184600,0.175000
1.297,103.000000,69.000000,3569.100000,346522.184600,0.175000
2.142,103.000000,69.000000,3569.100000,346522.184600,0.275000
2.161,103.000000,69.000000,3569.100000,137986.771800,0.275000
2.181,41.000000,69.000000,3569.100000,137986.771800,0.275000
2.196,41.000000,31.000000,3569.100000,137986.771800,0.275000
2.212,41.000000,31.000000,3638.700000,137986.771800,0.275000
3.194,41.000000,31.000000,3638.700000,137986.771800,0.100000
3.211,41.000000,31.000000,3638.700000,416079.837000,0.100000
3.234,124.000000,31.000000,3638.700000,416079.837000,0.100000
3.256,124.000000,0.000000,3638.700000,416079.837000,0.100000
3.272,124.000000,0.000000,2440.100000,416079.837000,0.100000
4.145,124.000000,0.000000,2440.100000,416079.837000,0.175000
4.160,124.000000,0.000000,2440.100000,396139.626400,0.175000
4.176,118.000000,0.000000,2440.100000,396139.626400,0.175000
4.195,118.000000,15.000000,2440.100000,396139.626400,0.175000
